text,text_pair,label_traceability_gap,label_validation_gap,label_design_inconsistency,label_environmental_dependency,label_serviceability_impact,label_operational_risk
DEMO-REQ-20133-0: perception sensor cluster shall synchronize the forward object confidence during moderate ambient heat. Acceptance DEMO-REQ-20133-0: checks state transition order and timestamp continuity.,DEMO-EVID-30133 QA review: moderate ambient heat run captured the forward object confidence on the sensor health page for DEMO-REQ-20133-0. The checked signal stayed within the agreed tolerance for the whole requested window for DEMO-REQ-20133-0. The charger-side alarm list was copied for information only and did not change the pass decision for DEMO-REQ-20133-0.,0,0,0,0,0,0
DEMO-REQ-20209-0: regenerative braking controller must allow field technicians to inspect or replace the brake-energy monitoring channel without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20209-0: access time and diagnostic confidence.,DEMO-EVID-30209 QA note: positive result for blend regenerative and friction braking on downhill hauls during long descending haul road with high payload against DEMO-REQ-20209-0. Not evaluated: protect the battery when the pack cannot accept full regeneration in high state of charge near the dump point although the hardware configuration is otherwise comparable for DEMO-REQ-20209-0.,0,1,0,0,1,0
DEMO-REQ-20088-0: traction inverter must allow remote product support to classify faults involving the inverter cooling plate before dispatching parts for customer-site troubleshooting. Acceptance DEMO-REQ-20088-0: fault context completeness and remote retrieval time.,DEMO-EVID-30088 service note: function confirmed at the machine; technicians still need physical access to the inverter cooling plate for DEMO-REQ-20088-0. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20088-0.,0,0,1,0,1,0
DEMO-REQ-20462-1: perception sensor cluster must retain the event log for the observed restriction in the perception sensor cluster for wind-blown dust during shift change. Acceptance DEMO-REQ-20462-1: temporary blind-zone duration.,Pilot log DEMO-EVID-30462 records a restricted machine state during wind-blown dust during shift change for DEMO-REQ-20462-1. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20462-1.,0,0,0,0,1,1
DEMO-REQ-20220-1: route-planning module shall allow remote product support to classify faults involving the route configuration package before dispatching parts during customer-site troubleshooting. Acceptance DEMO-REQ-20220-1: fault context completeness and remote retrieval time.,DEMO-EVID-30220 service note: function confirmed at the machine; technicians still need physical access to the route configuration package for DEMO-REQ-20220-1. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20220-1.,0,0,1,0,1,0
Release item DEMO-REQ-20012-0: fleet telemetry gateway shall notify fleet supervision before fleet telemetry gateway behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20012-0: checks alert lead time and event context.,DEMO-EVID-30012 package: used the fleet telemetry gateway setup for progressive pump efficiency loss and recorded stable alert lead time and fault progression against DEMO-REQ-20012-0. Open item: remote service review after a shift and the related preserve event history after a remote diagnostic session sequence for a later campaign for DEMO-REQ-20012-0.,1,1,0,0,0,1
DEMO-REQ-20155-0: service access panel layout must allow workshop technicians to service the rear service panel during scheduled overhaul for planned workshop maintenance. Acceptance DEMO-REQ-20155-0: safe isolation and documented work sequence.,DEMO-EVID-30155 service note: function confirmed at the machine; technicians still need physical access to the rear service panel for DEMO-REQ-20155-0. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20155-0.,0,0,0,0,1,0
DEMO-REQ-20150-2: route-planning module shall enter a protective state when route-planning module confidence is outside the release band during long downhill grade with variable payload. Acceptance DEMO-REQ-20150-2: protective-state timing and restart permission.,Design note DEMO-EVID-30150 shows that the route-planning module chooses a conservative torque reduction until the warning clears when long downhill grade with variable payload is detected for DEMO-REQ-20150-2. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20150-2.,0,0,0,0,0,1
DEMO-REQ-20249-2: regenerative braking controller must allow workshop technicians to service the brake-energy monitoring channel during scheduled overhaul for planned workshop maintenance. Acceptance DEMO-REQ-20249-2: safe isolation and documented work sequence.,Service trial DEMO-EVID-30249 completed safely with the brake-energy monitoring channel for DEMO-REQ-20249-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20249-2.,0,0,0,0,1,1
DEMO-REQ-20155-3: service access panel layout shall allow field technicians to inspect or replace the rear service panel without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20155-3: access time and diagnostic confidence.,Field-support note DEMO-EVID-30155 says the deciding status can be read only after reaching the rear service panel for DEMO-REQ-20155-3. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20155-3.,0,0,1,0,1,0
DEMO-REQ-20491-3: charging station handshake module shall allow remote product support to classify faults involving the station communication gateway before dispatching parts during customer-site troubleshooting. Acceptance DEMO-REQ-20491-3: fault context completeness and remote retrieval time.,Design note DEMO-EVID-30491 shows that the charging station handshake module chooses a manual confirmation step before autonomous release when temporary station queue delay is detected for DEMO-REQ-20491-3. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20491-3.,0,0,1,0,0,0
DEMO-REQ-20161-0: radar sensor package shall confirm the close-range obstacle state during scheduled commissioning route. Acceptance DEMO-REQ-20161-0: checks handover-screen visibility for the specified operating case.,DEMO-EVID-30161 release review entry: scheduled commissioning route run captured the close-range obstacle state on the commissioning tablet for DEMO-REQ-20161-0. The operator screen and backend record showed the same final state for DEMO-REQ-20161-0. Reviewers kept the neighbouring degraded-mode ticket open while closing this limited item for DEMO-REQ-20161-0.,0,0,0,0,0,0
DEMO-REQ-20045-1: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning during personnel-zone warning input. Acceptance DEMO-REQ-20045-1: stop distance and brake-command agreement.,DEMO-EVID-30045 bench record: one representative sequence for bring the truck to a controlled stop after an exclusion-zone warning during personnel-zone warning input against DEMO-REQ-20045-1. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20045-1.,0,1,0,0,0,1
DEMO-REQ-20170-0: megawatt charging interface shall complete a normal charging handshake at depot temperature during nominal depot temperature. Acceptance DEMO-REQ-20170-0: handshake sequence and isolation confirmation.,DEMO-EVID-30170 bench record: one representative sequence for complete a normal charging handshake at depot temperature during nominal depot temperature against DEMO-REQ-20170-0. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20170-0.,0,1,0,1,0,1
DEMO-REQ-20005-3: safe-stop controller must detect and report the observed restriction in the safe-stop controller for single-channel perception degradation. Acceptance DEMO-REQ-20005-3: crawl authorization and remote-supervision state.,Pilot log DEMO-EVID-30005 records a restricted machine state during single-channel perception degradation for DEMO-REQ-20005-3. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20005-3.,0,0,0,1,0,1
DEMO-REQ-20143-3: fleet telemetry gateway shall notify fleet supervision before fleet telemetry gateway behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20143-3: alert lead time and event context.,Trial DEMO-EVID-30143 follows the requested signal path and then introduces cold soak for DEMO-REQ-20143-3. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20143-3.,0,0,0,1,0,1
