text,text_pair
DEMO-REQ-20446-3: battery thermal management system shall allow field technicians to inspect or replace the coolant pump cartridge without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20446-3: access time and diagnostic confidence.,DEMO-EVID-30446 bench record: one representative sequence for complete two uphill loaded cycles without thermal power reduction during high ambient temperature with full payload against DEMO-REQ-20446-3. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20446-3.
Verification item DEMO-REQ-20333-0: predictive maintenance model must avoid nuisance alerts during normal payload variation in high but normal payload variation. Review DEMO-REQ-20333-0: false-alert rate and operator acknowledgement.,Pilot log DEMO-EVID-30333 records a restricted machine state during high but normal payload variation for DEMO-REQ-20333-0. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20333-0.
DEMO-REQ-20421-3: route-planning module shall keep the loaded vehicle inside the downhill speed envelope during long downhill grade with variable payload. Acceptance DEMO-REQ-20421-3: speed overshoot and brake blending.,DEMO-EVID-30421 package: used the route-planning module setup for revised virtual lane boundary and recorded stable path refresh time and route acceptance against DEMO-REQ-20421-3. Open item: long downhill grade with variable payload and the related keep the loaded vehicle inside the downhill speed envelope sequence for a later campaign for DEMO-REQ-20421-3.
Customer constraint DEMO-REQ-20194-2: software update manager shall allow field technicians to inspect or replace the software configuration manifest without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20194-2: access time and diagnostic confidence.,DEMO-EVID-30194 evidence note: exercised keep calibration identifiers aligned across perception and planning modules in mixed-module software staging; calibration ID agreement and audit record stayed within the review window against DEMO-REQ-20194-2. Scope note: interrupted over-the-air update and roll back an autonomous-control package after unsuccessful deployment were not part of this run for DEMO-REQ-20194-2.
DEMO-REQ-20065-2: safe-stop controller must allow workshop technicians to service the safe-stop input module during scheduled overhaul for planned workshop maintenance. Acceptance DEMO-REQ-20065-2: safe isolation and documented work sequence.,Service trial DEMO-EVID-30065 completed safely with the safe-stop input module for DEMO-REQ-20065-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20065-2.
Customer constraint DEMO-REQ-20179-2: traction inverter shall report early thermal margin loss before torque reduction under repeated low-speed ramp starts. Evidence DEMO-REQ-20179-2: warning lead time and derating transition.,Design note DEMO-EVID-30179 shows that the traction inverter chooses thermal self-protection before the next dispatch command when repeated low-speed ramp starts is detected for DEMO-REQ-20179-2. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20179-2.
Verification item DEMO-REQ-20093-1: predictive maintenance model must allow field technicians to inspect or replace the wheel-drive vibration sensor without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20093-1: access time and diagnostic confidence.,DEMO-EVID-30093 evidence note: exercised identify wheel-drive bearing drift before the inspection interval in slow vibration trend growth; lead time and confirmed work-order relevance stayed within the review window against DEMO-REQ-20093-1. Scope note: high but normal payload variation and avoid nuisance alerts during normal payload variation were not part of this run for DEMO-REQ-20093-1.
Verification item DEMO-REQ-20472-0: fleet telemetry gateway must notify fleet supervision before fleet telemetry gateway behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20472-0: alert lead time and event context.,Assessment DEMO-EVID-30472 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20472-0. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20472-0.
DEMO-REQ-20107-1: high-voltage battery pack must limit cell-temperature spread during repeated haul cycles for alternating loaded and unloaded cycles. Acceptance DEMO-REQ-20107-1: cell delta and balancing state.,DEMO-EVID-30107 screen: exercised limit cell-temperature spread during repeated haul cycles under alternating loaded and unloaded cycles; no anomaly logged against DEMO-REQ-20107-1. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20107-1.
Verification item DEMO-REQ-20427-3: high-voltage battery pack must allow field technicians to inspect or replace the field-replaceable battery module without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20427-3: access time and diagnostic confidence.,DEMO-EVID-30427 bench record: one representative sequence for limit cell-temperature spread during repeated haul cycles during alternating loaded and unloaded cycles against DEMO-REQ-20427-3. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20427-3.
DEMO-REQ-20301-1: route-planning module shall allow field technicians to inspect or replace the route configuration package without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20301-1: access time and diagnostic confidence.,DEMO-EVID-30301 package: used the route-planning module setup for long downhill grade with variable payload and recorded stable speed overshoot and brake blending against DEMO-REQ-20301-1. Open item: revised virtual lane boundary and the related recalculate a haul segment after a temporary lane restriction sequence for a later campaign for DEMO-REQ-20301-1.
Release item DEMO-REQ-20006-1: route-planning module shall recalculate a haul segment after a temporary lane restriction when revised virtual lane boundary is active. Review DEMO-REQ-20006-1: checks path refresh time and route acceptance.,DEMO-EVID-30006 implementation review: recorded a cleaning sequence that pauses part of the active view after long downhill grade with variable payload against DEMO-REQ-20006-1. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20006-1.
DEMO-REQ-20084-1: GNSS-denied localization module must resume map alignment after leaving a covered approach for transition back to open-sky operation. Acceptance DEMO-REQ-20084-1: reacquisition time and route-latch behaviour.,DEMO-EVID-30084 field log: repeatable restriction recorded in transition back to open-sky operation against DEMO-REQ-20084-1. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20084-1.
